"","i","con.e","con.se","tre.e","tre.se"
"1905",1905,123.383,22.456,113.1,19.225
"1906",1906,258.128,48.862,183.506,41.376
"1907",1907,198.357,49.787,174.32,40.683
"1908",1908,143.553,42.763,148.992,42.586
"1909",1909,164.928,40.288,213.724,44.892
"1910",1910,133.268,34.978,174.62,43.911
"1911",1911,197.616,38.129,242.862,41.438
"1912",1912,150.544,44.573,142.015,46.014
"1913",1913,184.519,38.295,121.675,37.01
"1914",1914,84.057,34.376,228.333,45.627
"1915",1915,160.702,44.45,194.311,31.83
"1916",1916,171.389,44.192,232.308,36.055
"1917",1917,201.502,35.735,183.827,44.393
"1918",1918,206.664,47.031,162.049,45.549
"1919",1919,176.983,34.051,206.208,46.434
"1920",1920,164.844,38.293,194.771,47.166
"1921",1921,245.052,40.175,144.011,39.019
"1922",1922,193.872,42.531,137.323,40.764
"1923",1923,164.997,38.448,164.741,40.235
"1924",1924,134.428,23.775,136.189,30.474
"1925",1925,195.219,40.854,201.052,38.102
"1926",1926,169.511,38.958,105.811,31.146
"1927",1927,172.162,33.655,140.755,41.073
"1928",1928,187.067,42.551,158.581,44.056
"1929",1929,154.944,28.61,84.309,18.532
"1930",1930,136.167,42.414,188.191,45.983
"1931",1931,165.128,28.662,181.772,29.03
"1932",1932,183.708,35.892,153.957,43.986
"1933",1933,218.531,33.838,192.845,40.585
"1934",1934,158.723,27.872,119.688,26.383
"1935",1935,142.421,46.401,203.42,41.071
"1936",1936,168.93,39.437,175.948,44.972
"1937",1937,150.854,37.187,231.708,35.337
"1938",1938,223.39,43.032,161.344,36.052
"1939",1939,231.98,29.793,199.043,45.69
"1940",1940,209.043,40.209,120.294,31.056
"1941",1941,213.484,46.936,175.483,33.723
"1942",1942,207.571,42.3,150.131,42.53
"1943",1943,98.508,35.242,175.393,43.639
"1944",1944,181.833,27.258,163.364,25.803
"1945",1945,211.573,44.404,130.074,37.74
"1946",1946,166.822,44.617,193.262,44.406
"1947",1947,263.068,42.515,169.168,34.339
"1948",1948,164.568,43.644,153.892,26.115
"1949",1949,102.257,27.386,184.706,28.2
"1950",1950,240.706,42.688,145.921,42.482
"1951",1951,184.578,38.691,175.415,35.998
"1952",1952,208.105,42.522,214.542,47.506
"1953",1953,174.139,39.048,258.308,40.532
"1954",1954,152.926,40.606,149.551,42.399
"1955",1955,235.931,42.205,186.251,46.266
"1956",1956,125,36.662,138.084,38.647
"1957",1957,149.335,37.882,175.852,46.155
"1958",1958,249.371,39.766,144.431,40.866
"1959",1959,149.842,36.843,192.75,46.069
"1960",1960,183.939,45.373,186.047,46.027
"1961",1961,177.01,49.142,148.037,44.564
"1962",1962,152.64,48.052,167.801,42.199
"1963",1963,180.616,46.038,194.198,43.027
"1964",1964,226.427,40.897,130.953,35.023
"1965",1965,145.748,40.088,175.473,43.85
"1966",1966,165.417,27.512,85.253,23.235
"1967",1967,117.37,32.01,170.162,36.33
"1968",1968,199.351,34.629,231.256,39.593
"1969",1969,141.684,33.911,189.036,42.06
"1970",1970,143.539,29.63,100.465,24.633
"1971",1971,191.705,35.586,182.196,36.313
"1972",1972,46.623,8.473,46.929,8.108
"1973",1973,207.568,43.477,164.297,43.358
"1974",1974,145.666,33.925,142.992,37.864
"1975",1975,116.674,36.455,166.042,38.67
"1976",1976,148.915,44.309,197.425,38.837
"1977",1977,210.409,42.49,222.072,35.468
"1978",1978,132.839,30.232,164.822,43.302
"1979",1979,111.894,24.637,156.748,26.457
"1980",1980,150.335,37.21,187.133,42.176
"1981",1981,212.701,42.151,202.453,43.121
"1982",1982,148.831,31.193,121.542,29.295
"1983",1983,188.713,40.542,140.338,44.414
"1984",1984,176.235,38.078,200.953,34.08
"1985",1985,164.04,34.029,195.45,36.861
"1986",1986,120.735,41.274,159.872,37.471
"1987",1987,143.789,32.422,110,33.116
"1988",1988,230.351,40.369,217.885,41.32
"1989",1989,196.863,42.695,134.161,29.72
"1990",1990,185.592,46.266,195.083,39.075
"1991",1991,150.317,42.285,174.076,42.936
"1992",1992,127.199,30.051,171.367,30.053
"1993",1993,198.976,41.282,201.652,51.27
"1994",1994,160.023,37.746,110.602,38.982
"1995",1995,153.192,41.462,95.171,33.862
"1996",1996,229.361,44.42,155.833,44.419
"1997",1997,157.922,44.228,135.087,36.403
"1998",1998,111.896,41.63,164.964,42.21
"1999",1999,288.577,28.38,156.837,43.43
"2000",2000,265.472,39.98,258.308,35.157
